Note	Frequency (50815 in total)
*immediately*	1
*know*	1
*really*	1
+1?	1
-ish?	1
..........	1
...........	1
.............	1
..................	1
.....................	1
...........f????	1
.........f?	1
.......cm?	1
...???	1
...[g2]?	1
...p5?	1
...r2?	1
...w1?	1
...y1?	1
...y2?	1
0	1
1)	1
1-away	1
1-away-from-playable	1
1-for-1s	1
1...)	1
1.0	1
1.19	1
18:	1
1>>>???	1
1s?>>>	1
2's	1
2)	1
2+	1
2-away	1
2-for-1	1
2-for-1...	1
20	1
24:	1
3)	1
3-bluff	1
3-for-1	1
3-for-1.	1
3am	1
4-bluff	1
4?)	1
4ish	1
4r	1
5)	1
5-pull	1
5-pulled	1
5-stalled	1
5?>>>	1
5ce'd	1
5cm	1
6	1
67%	1
75%	1
8-clue	1
<(💣)	1
<\\3	1
>>>)	1
>>>>	1
>>>>>	1
>>>?	1
?!?!?!?!?!?!	1
?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!	1
?????	1
??????	1
?????????	1
@spectators	1
[!12]	1
[!2]	1
[!3]	1
[!a]	1
[!b]	1
[!by]	1
[!g	1
[!g]?	1
[!o]	1
[!r	1
[!rb]	1
[!u2]	1
[!u5]	1
[!w2]	1
[!y]	1
[!ybr]	1
[1]!	1
[2	1
[23]?	1
[2p]>>>	1
[3	1
[3]?	1
[3]pp	1
[4	1
[4]!	1
[5]!	1
[5]-ish	1
[:d]	1
[\\o/]	1
[a]	1
[am]	1
[b3	1
[b3]???	1
[b4]...	1
[b5	1
[b5]!	1
[brw]?	1
[c2]	1
[c2]!!!	1
[c3]	1
[c]	1
[cm]'d...	1
[cm]........?	1
[cm].......?????	1
[cm]...?	1
[cm]ing	1
[cool]	1
[d2]	1
[f]!	1
[f]:	1
[f]ine	1
[fix	1
[fix]ing	1
[for]	1
[g1]/n1	1
[g2	1
[g2]e	1
[g34]?	1
[g3]???	1
[g45]	1
[g4]>>>	1
[g4]???	1
[g5	1
[g5]!	1
[g5]???	1
[i	1
[i1]?	1
[i2]!	1
[i2]?	1
[i4	1
[i4]???	1
[i4]pp	1
[i5	1
[i5]ish	1
[jesus	1
[k	1
[k3	1
[k34	1
[k3]!	1
[k3]?	1
[kt]???	1
[kt]?????	1
[l2]	1
[l3	1
[l5	1
[l5]	1
[m1]!	1
[m2	1
[m3]>>>	1
[m4	1
[m4]!	1
[m5]!	1
[m5]...	1
[m]45	1
[n1	1
[n1]!	1
[n3	1
[n3]>>>	1
[n4]?	1
[nice!]	1
[o	1
[o1]?	1
[o2	1
[o3	1
[o3]!	1
[o3]!!!	1
[o3]?	1
[o5]?	1
[oi3]	1
[p	1
[p1]>>>	1
[p1]?	1
[p2	1
[p3]>>>	1
[p4	1
[p4]?	1
[p5	1
[p5]	1
[pf]?	1
[purple]	1
[r1]!!!	1
[r1]?>>>	1
[r2]...	1
[r4]?	1
[r5	1
[r5]!	1
[r]!	1
[r]?	1
[red]?	1
[s5]?	1
[sdcm]?	1
[t	1
[t29:	1
[t2:	1
[t4]?	1
[t5]	1
[tccm]?	1
[trash]ing	1
[u2]	1
[u2]?	1
[u3	1
[u34]	1
[u3]	1
[u4]	1
[ugh]	1
[w	1
[w2]!	1
[w3]?	1
[w4]	1
[w4]>>>	1
[w4]?	1
[w5]?	1
[w]!	1
[waaaaaay	1
[why]	1
[y	1
[y1]???	1
[y2]?????	1
[y3]>>	1
[y3]???	1
[y4]!	1
[y5]?	1
[y5]???	1
[y]es	1
[yo3]	1
[yolo]	1
[🦆]?	1
\\	1
^^	1
a123	1
a13	1
a2]	1
a34	1
a3]	1
a45	1
a]	1
aaaaaaahhhhh	1
aaaaaahhhhhh	1
aaaaahhhh	1
aaaaahhhhhh	1
aaaayyyyy	1
aaahh	1
able	1
absolute	1
absolutely	1
according	1
account	1
af	1
ag2	1
ago	1
agree	1
agreement	1
aha	1
ahhhh	1
ain't	1
alone	1
although	1
aluap	1
alv1nn	1
amirite	1
andrew	1
andrew's	1
animex's	1
annoying	1
answer:	1
any	1
anyway)	1
apologize	1
apparently>>>	1
appealing	1
apply	1
appreciated	1
approve	1
art	1
artifical	1
ashamed	1
asking	1
assumed	1
assumes	1
attack	1
attempted	1
avanderwalde	1
avoiding	1
await	1
awkward	1
ay	1
b)	1
b1)	1
b1-b2	1
b14	1
b15s	1
b1>	1
b2...>>>	1
b2/r2	1
b2<<<	1
b2>>>>>>	1
b2?>	1
b2?>>>>	1
b3/b4?	1
b3/r5	1
b3?>>>	1
b3???)	1
b3e?>	1
b4?)	1
b4p4	1
b5...?>>>>>	1
b5?>	1
b5???>>>	1
b[2]?	1
bad)	1
ballsy	1
baton	1
bcme	1
bcme'd	1
beautiful	1
begging	1
begin	1
being	1
below	1
betcha	1
bewildered	1
bg4	1
bg[4]	1
bgi	1
bgr	1
bgr4	1
bi	1
biiiiig	1
biyk4	1
blame	1
blindplay	1
blooper	1
blowing	1
blown	1
blue)	1
bluest	1
bluf[f]?	1
bluff?)	1
bm2	1
bm23	1
bm3	1
bm4	1
bm[1]	1
