Players	Avg eff	Num of games
BlueNovember, gwenhwyfarrr, Pantheia	1.56	1
Bonja97, DMoney, melwen, Nitrate2, Pablo-, TheDaniMan	1.56	1
Bonja97, Dr_Kakashi, pianoblook, piper	1.56	1
Bonja97, Fey, NoMercy, piper	1.56	1
Bonja97, melwen, scharkbite, will.i.am	1.56	1
Bot-Fiora, griff77, Wittvector	1.56	1
Bot-Fiora, griff77, ksfortson	1.56	1
CIken, McPhisto2051, MKQ, Triqueon	1.56	1
Cadenza, ReaverSe, TrashBluffer	1.56	1
Carunty, Kyle, sephiroth	1.56	1
Carunty, doctorabi, sephiroth	1.56	1
Carunty, jack67889, Pablo-, sephiroth	1.56	1
ChristopheAF, Floriman, kimbifille, Kyle	1.56	1
ChristopheAF, Lanvin, MangoPie, Wittvector	1.56	1
ChristopheAF, Lanvin, MarkusKahlsen	1.56	2
ChristopheAF, Lanvin, VerySloppyTwo, wump	1.56	1
ChristopheAF, MarkusKahlsen, micerang, swineherd	1.56	1
ChristopheAF, dobi, MangoPie, wump	1.56	1
ChristopheAF, eliclax, Lanvin, qqqq	1.56	1
ChristopheAF, eliclax, Lanvin, rz	1.56	1
ChristopheAF, kimbifille, TimeHoodie	1.56	1
ChristopheAF, qqqq, Wittvector	1.56	1
Cocorifle, Floriman, Kyle	1.56	1
Cocorifle, Kyle, TimeHoodie	1.56	1
Cynas, kappatosity, kiffff	1.56	1
DMoney, Dr_Kakashi, Valetta6789	1.56	1
DMoney, Floriman, Kyle, scharkbite	1.56	1
DMoney, IAMJEFF, micerang, scharkbite	1.56	1
DMoney, Kyle, scharkbite, sephiroth	1.56	1
DMoney, Nitrate2, Pablo-, sephiroth	1.56	1
DMoney, dobi, Sturm, Zakisan	1.56	1
DMoney, florrat2, Livia, sankala fan	1.56	1
DMoney, newduke, Sturm	1.56	1
DaBeast, HelanaAshryvr, TheDaniMan	1.56	1
DaBeast, dobi, omegaxis	1.56	1
DaBeast, kappatosity, maxeymo, wshull	1.56	1
Doge, ricardodd, robense	1.56	1
Dorurung, FrozenStella, GameConqueror, ReaverSe	1.56	1
Dorurung, GameConqueror, ReaverSe	1.56	1
DrDrej, FrozenWinters, TheDaniMan	1.56	1
Dr_Kakashi, Fey, pianoblook	1.56	1
Dr_Kakashi, Floriman, IAMJEFF, scharkbite	1.56	1
Dr_Kakashi, Floriman, Livia, sin_faith	1.56	1
Dr_Kakashi, Floriman, Sucubis	1.56	1
Dr_Kakashi, Floriman, kodomazer	1.56	1
Dr_Kakashi, IAMJEFF, Jake_Stiles, Valetta6789	1.56	1
Dr_Kakashi, IAMJEFF, Romain672	1.56	1
Dr_Kakashi, NoMercy, qqqq	1.56	1
Dr_Kakashi, indego, qqqq, Wittvector	1.56	1
Dr_Kakashi, joelwool, MarkusKahlsen, sephiroth	1.56	1
Durandal, Lanvin, MarkusKahlsen	1.56	1
Durandal, Lanvin, macanek, MangoPie	1.56	1
FairyBoots, newduke, Sturm	1.56	1
Feer, IAMJEFF, jeep	1.56	1
Feer, kopen, micerang, padi	1.56	1
Fey, Lanvin, MarkusKahlsen	1.56	1
Fey, MangoPie, ricardodd, zeinab001	1.56	1
Fey, MarkusKahlsen, Sucubis	1.56	1
Fey, frosty104, Lel0uch, sin_faith	1.56	1
Fey, jack67889, robense	1.56	1
Fey, jack67889, swineherd, TimeHoodie	1.56	1
Fey, sephiroth, swineherd, TimeHoodie	1.56	1
Fireheart, Floriman, IAMJEFF, Libster	1.56	1
Fireheart, IAMJEFF, IAMJEFFFAN	1.56	1
Fireheart, IAMJEFF, Valetta6789	1.56	12
Fireheart, kimbifille, Kyle	1.56	1
Fireheart, kimbifille, Kyle, Valetta6789	1.56	1
Fireheart, kopen, MasN, micerang	1.56	1
Fireheart, sephiroth, Valetta6789	1.56	1
Floriman, Kyle, lotem, scharkbite	1.56	1
Floriman, Lanvin, Lel0uch, sephiroth	1.56	1
Floriman, indego, Kyle, VerySloppyTwo	1.56	1
Floriman, indego, MangoPie	1.56	1
Floriman, jack67889, kimbifille, Valetta6789	1.56	1
Floriman, kimbifille, micerang	1.56	1
Gazrovor, kopen, Libster, RaKXeR	1.56	1
HelanaAshryvr, Kyle, omegaxis	1.56	1
HelanaAshryvr, Lanvin, MangoPie, squirrel1988, TimeHoodie, Wittvector	1.56	1
HelanaAshryvr, MarkusKahlsen, Onen, TimeHoodie	1.56	1
HelanaAshryvr, MarkusKahlsen, TheDaniMan	1.56	2
HelanaAshryvr, MarkusKahlsen, yagami_black	1.56	1
HelanaAshryvr, joelw, kevincaseytdk1, newduke	1.56	1
HelanaAshryvr, omegaxis, ReaverSe, Romain672	1.56	1
HelanaAshryvr, omegaxis, orucsoraihc, TimeHoodie	1.56	1
HelanaAshryvr, sin_faith, TimeHoodie	1.56	1
IAMJEFF, Kyle, scharkbite	1.56	1
IAMJEFF, Kyle, scharkbite, Valetta6789	1.56	1
IAMJEFF, Wittvector, Zakisan	1.56	1
IAMJEFF, indego, Lel0uch	1.56	1
Ibot02, posij118, Sturm	1.56	1
IsabeltheCat, Lanvin, Pablo-	1.56	1
IsabeltheCat, MalachiteMoa, MangoPie	1.56	1
IsabeltheCat, joelw, orucsoraihc	1.56	1
IsabeltheCat, newduke, qqqq, Wittvector	1.56	1
IsabeltheCat, orucsoraihc, scharkbite	1.56	1
Jake_Stiles, Ptheven, Will	1.56	1
James, Nitrate, Ramanujan1729, Simon	1.56	1
Kyle, Lanvin, TimeHoodie, will.i.am	1.56	1
Kyle, Lel0uch, Wittvector	1.56	1
Kyle, MangoPie, newduke	1.56	1
Kyle, Romain672, Sucubis	1.56	1
Kyle, Smandon, will.i.am	1.56	1
Kyle, plus, TheDaniMan, TimeHoodie	1.56	1
Kyle, plus, swineherd	1.56	1
Kyle, rz, Wittvector	1.56	1
Kyle, scharkbite, Valetta6789	1.56	1
Kyle, sephiroth, XMIL	1.56	1
Kyle, sephiroth, swineherd	1.56	1
Lanvin, Lel0uch, Pablo-, Sucubis	1.56	1
Lanvin, MarkusKahlsen, Pimak, Wittvector	1.56	1
Lanvin, MarkusKahlsen, VerySloppyTwo	1.56	1
Lanvin, MarkusKahlsen, robense, Wittvector	1.56	1
Lanvin, Onen, TheDaniMan	1.56	1
Lanvin, Pimak, swineherd	1.56	1
Lanvin, ReaverSe, TheDaniMan	1.56	2
Lanvin, macanek, TimeHoodie	1.56	1
Lanvin, macanek, omegaxis	1.56	1
Lanvin, macanek, robense	1.56	1
Lanvin, melwen, Pablo-, VerySloppyTwo	1.56	1
Lanvin, melwen, sephiroth, swineherd	1.56	1
Lel0uch, ReaverSe, TheDaniMan	1.56	1
Lel0uch, melwen, TimeHoodie	1.56	1
Lel0uch, squirrel1988, VerySloppyTwo	1.56	1
Livia, pianoblook, piper, scharkbite	1.56	1
MangoPie, MarkusKahlsen, melwen, TimeHoodie	1.56	1
MangoPie, maxdinechin, Tailz	1.56	1
MangoPie, newduke, Onen	1.56	1
MangoPie, newduke, torp	1.56	1
MangoPie, rachyrules, Wittvector	1.56	1
MangoPie, rahsosprout, torp	1.56	1
MangoPie, rz, timotree	1.56	1
MarkusKahlsen, Pablo-, pianoblook, robense	1.56	1
MarkusKahlsen, Pablo-, swineherd, TheDaniMan	1.56	1
MarkusKahlsen, melwen, sephiroth, swineherd	1.56	1
MarkusKahlsen, mystus, TheDaniMan	1.56	2
MarkusKahlsen, sephiroth, swineherd, TheDaniMan	1.56	1
ReaverSe, Shadourow, TheDaniMan	1.56	1
ace201, BlueNovember, Nitrate, scharkbite	1.56	1
ace201, DarthGandalf, nkkarpov	1.56	1
ace201, Dr_Kakashi, Floriman	1.56	1
ace201, HelanaAshryvr, MarkusKahlsen	1.56	1
ace201, IAMJEFF, kappatosity, newduke	1.56	1
ace201, Lanvin, TimeHoodie	1.56	1
ace201, MalachiteMoa, mystus	1.56	1
ace201, MarkusKahlsen, Sturm, will.i.am	1.56	1
ace201, aitch2, Lanvin	1.56	1
ace201, bjnh, HelanaAshryvr, joelw	1.56	1
ace201, bjnh, ReaverSe	1.56	1
ace201, caña, dobi, newduke	1.56	1
ace201, derekcheah, DMoney, Lel0uch	1.56	1
ace201, eliclax, MarkusKahlsen	1.56	1
ace201, kappatosity, newduke	1.56	1
ace201, newduke, omegaxis	1.56	1
adis, arv, DarthGandalf, IAMJEFF, kappatosity, NumerateClutter	1.56	1
adis, mystus, newduke	1.56	1
aitch2, Floriman, Kyle, melwen	1.56	1
aitch2, MangoPie, Sturm	1.56	1
aitch2, MarkusKahlsen, micerang, wshull	1.56	1
aitch2, asaelr, HelanaAshryvr	1.56	1
aitch2, kooolant, orucsoraihc	1.56	1
amattias, joano580, percolate	1.56	1
antitelharsic, Ibot02, jack67889, Livia	1.56	1
antitelharsic, derekcheah, XMIL, Zakisan	1.56	1
antitelharsic, jack67889, nitawa	1.56	4
antitelharsic, squirrel1988, Wittvector	1.56	1
aquarelle, ChristopheAF, kimbifille, Lanvin	1.56	1
aquarelle, HelanaAshryvr, kevincaseytdk1, MarkusKahlsen	1.56	1
aquarelle, boba, Lel0uch	1.56	1
argothiel, DMoney, newduke, Sturm	1.56	1
argothiel, arv, maxeymo	1.56	1
argothiel, jeff10, nkkarpov, wshull	1.56	1
argothiel, kiffff, ReaverSe, Thiercy	1.56	1
argothiel, maxupicchu, ReaverSe, Spieler42	1.56	1
arv, DaBeast, DMoney	1.56	1
arv, DarthGandalf, TheDaniMan, wshull	1.56	1
arv, Fey, jack67889, Onen	1.56	1
arv, HelanaAshryvr, Pablo-	1.56	1
arv, Kyle, MangoPie	1.56	1
arv, Kyle, melwen, nishanoire	1.56	1
arv, MangoPie, TheDaniMan	1.56	1
arv, TheDaniMan, yagami_black	1.56	1
arv, joano580, TheDaniMan	1.56	1
arv, joelw, TimeHoodie, yuto	1.56	1
arv, joelw, newduke, sin_faith	1.56	1
arv, kappatosity, nkkarpov	1.56	1
asaelr, Cadenza, MarkusKahlsen	1.56	1
asaelr, Charlse, wump	1.56	1
asaelr, ChristopheAF, Lanvin, newduke, RaKXeR, Wittvector	1.56	1
asaelr, ChristopheAF, eliclax, Lanvin	1.56	1
asaelr, Cocorifle, sin_faith	1.56	1
asaelr, DMoney, rachyrules, Wittvector	1.56	1
asaelr, Div, jeff10, TimeHoodie	1.56	1
asaelr, Dr_Kakashi, Kyle, TimeHoodie	1.56	1
asaelr, Dr_Kakashi, Romain672, Valetta6789	1.56	1
asaelr, Dr_Kakashi, kimbifille, piper	1.56	1
asaelr, Fireheart, IAMJEFF, Sucubis	1.56	1
asaelr, Göttertöter, James, Sucubis	1.56	1
asaelr, Kyle, will.i.am	1.56	1
asaelr, MangoPie, newsun, Onen	1.56	1
asaelr, avanderwalde, dobi, griff77, kevincaseytdk1, rkass	1.56	1
asaelr, bjnh, Lanvin, Onen	1.56	1
asaelr, csmosley5885, joano580, Spieler42	1.56	1
asaelr, derekcheah, sin_faith	1.56	1
asaelr, dobi, Lanvin	1.56	1
asaelr, elamate90, Lanvin, pianoblook	1.56	1
asaelr, indego, Lanvin	1.56	1
asaelr, joelwool, sephiroth, swineherd	1.56	1
asaelr, melwen, plus	1.56	1
asaelr, posij118, Ramanujan1729	1.56	1
asaelr, squirrel1988, Wittvector	1.56	1
avanderwalde, DMoney, joelwool, rkass	1.56	1
avanderwalde, DMoney, rkass, will.i.am	1.56	1
avanderwalde, doctorabi, pianoblook, sephiroth	1.56	1
avanderwalde, ejwu, squidgetx	1.56	1
avanderwalde, jeff10, mattnabi, TimeHoodie	1.56	1
avanderwalde, kevincaseytdk1, rkass, whalion	1.56	1
avanderwalde, kimbifille, rkass	1.56	1
avanderwalde, melwen, rkass, TimeHoodie	1.56	1
avanderwalde, melwen, rkass, scharkbite, StKildaFan, TimeHoodie	1.56	1
avanderwalde, rkass, scharkbite	1.56	1
awe, Dr_Kakashi, Libster, Sucubis	1.56	1
awe, Floriman, scharkbite, Valetta6789	1.56	1
bjnh, Fafrd, robense	1.56	1
bjnh, FerKeth, HelanaAshryvr, squirrel1988	1.56	1
bjnh, Lanvin, MangoPie	1.56	1
bjnh, Lanvin, newduke	1.56	1
bjnh, caña, Lanvin, MangoPie	1.56	1
bjnh, jack67889, Lanvin, wump	1.56	1
bob65536, Kyle, Spieler42	1.56	1
bob65536, kevincaseytdk1, wump	1.56	1
bob65536, plus, sephiroth	1.56	1
boba, Durandal, HelanaAshryvr	1.56	1
catula, Lanvin, VerySloppyTwo	1.56	1
catula, eliclax, nitawa, Sucubis	1.56	1
catula, jack67889, nitawa, Pablo-	1.56	1
catula, sephiroth, swineherd, VerySloppyTwo	1.56	1
caña, DMoney, scharkbite	1.56	1
caña, DarthGandalf, maxeymo, newduke	1.56	1
caña, eliclax, newsun	1.56	1
caña, hakha3, yagami_black	1.56	1
crossproduct, Cynas, DaBeast, robense	1.56	1
crossproduct, Fireheart, Kyle, newduke	1.56	1
csmosley5885, newsun, wshull	1.56	1
derekcheah, DMoney, plus, will.i.am	1.56	1
derekcheah, IAMJEFF, kimbifille, MangoPie	1.56	1
derekcheah, Kyle, melwen, TimeHoodie	1.56	1
derekcheah, Lanvin, melwen, wump	1.56	1
derekcheah, Lel0uch, postmans	1.56	1
derekcheah, Lel0uch, rahsosprout, Wittvector	1.56	1
derekcheah, Nitrate2, TheDaniMan	1.56	1
derekcheah, TimeHoodie, wortel	1.56	1
derekcheah, dobi, HelanaAshryvr, TimeHoodie	1.56	1
derekcheah, dobi, indego, TheDaniMan	1.56	1
derekcheah, indego, TheDaniMan	1.56	1
derekcheah, indego, pianoblook, piper	1.56	1
derekcheah, joelwool, TheDaniMan, will.i.am	1.56	1
derekcheah, kacasey1, MarkusKahlsen, orucsoraihc	1.56	1
derekcheah, possum, sin_faith	1.56	1
derekcheah, sephiroth, TheDaniMan, Zakisan	1.56	1
derekcheah, sephiroth, Zakisan	1.56	1
dobi, Fey, Lel0uch	1.56	1
dobi, HelanaAshryvr, micerang	1.56	1
dobi, Kyle, Lanvin	1.56	1
dobi, Lanvin, Sturm	1.56	1
dobi, Lanvin, TimeHoodie	1.56	1
dobi, MarkusKahlsen, orucsoraihc, Pablo-	1.56	1
dobi, duckington, indego, Onen	1.56	1
dobi, frosty104, qqqq, robense	1.56	1
dobi, hakha3, Lel0uch	1.56	1
dobi, kevincaseytdk1, kimbifille	1.56	1
dobi, kopen, Lanvin, MangoPie	1.56	1
dobi, newduke, rz	1.56	1
doctorabi, frosty104, TimeHoodie	1.56	1
doctorabi, hakha3, Kyle, Lel0uch	1.56	1
duckington, Kyle, TimeHoodie	1.56	1
ebin_noob, MarkusKahlsen, will.i.am	1.56	1
efaust, IAMJEFF, scharkbite	1.56	1
efaust, kemurphy, NoMercy, sjdrodge	1.56	1
ejwu, Kyle, Lel0uch, sephiroth	1.56	1
elamate90, MarkusKahlsen, nkkarpov, Sturm	1.56	1
eliclax, HelanaAshryvr, posij118	1.56	1
eliclax, Lanvin, orucsoraihc, rahsosprout	1.56	1
eliclax, MangoPie, Shadourow, Sturm	1.56	1
eliclax, hakha3, skyblueexo	1.56	1
emilyzhao, savoryoatmeal, squidgetx, TimeHoodie	1.56	1
emilyzhao, squidgetx, swineherd, timotree	1.56	1
florrat2, Hunter, Libster	1.56	1
florrat2, IAMJEFF, Jake_Stiles, Libster, NoMercy, Razvogor	1.56	1
florrat2, IAMJEFF, James	1.56	1
florrat2, Livia, RaKXeR	1.56	1
frosty104, Hoodie, kimbifille, Lanvin	1.56	1
frosty104, IAMJEFF, sin_faith	1.56	1
frosty104, IsabeltheCat, robense, sephiroth	1.56	1
frosty104, TheDaniMan, Zakisan	1.56	1
frosty104, hakha3, Lel0uch, TimeHoodie	1.56	1
frosty104, melwen, TimeHoodie	1.56	1
frosty104, newduke, sin_faith	1.56	1
griff77, just_a_dick, sin_faith	1.56	1
griff77, poofart123, ricardodd, Stormylu	1.56	1
hakha3, Hoodie, ricardodd	1.56	1
hakha3, Lanvin, MarkusKahlsen	1.56	1
hakha3, jeff10, Lanvin, robense	1.56	1
hakha3, joano580, micerang	1.56	1
hughjanus, jack67889, sephiroth	1.56	1
indego, IsabeltheCat, Lel0uch, timotree	1.56	1
indego, Lel0uch, sephiroth	1.56	1
indego, TheDaniMan, timotree	1.56	1
indego, kevincaseytdk1, Pablo-	1.56	1
indego, lolthisnotderk, Onen	1.56	1
invarse, Jake_Stiles, Valetta6789	1.56	1
invarse, Livia, NoMercy	1.56	1
jack67889, Kyle, Lanvin	1.56	1
jack67889, maxeymo, maxupicchu, yagami_black	1.56	1
jack67889, nitawa, Nitrate2, TimeHoodie	1.56	1
jack67889, nitawa, Sucubis	1.56	1
joano580, Lanvin, Sturm	1.56	1
joano580, Sturm, TimeHoodie	1.56	1
joano580, kacasey1, kappatosity, Tailz	1.56	1
joano580, kappatosity, maxupicchu, mystus	1.56	1
joano580, maxupicchu, yagami_black	1.56	1
joano580, mystus, Sturm	1.56	1
joano580, newduke, newsun, percolate	1.56	1
joelw, ReaverSe, will.i.am	1.56	1
joelw, just_a_dick, Lanvin, Lel0uch	1.56	1
joelwool, RespectCaviar, robense, sephiroth	1.56	1
joelwool, lotem, melwen, sephiroth	1.56	1
joelwool, melwen, scharkbite, will.i.am	1.56	1
just_a_dick, Lanvin, Pimak	1.56	1
just_a_dick, Lanvin, TheDaniMan	1.56	1
kacasey2, kappatosity, mystus	1.56	1
kacasey4, kappatosity, newsun	1.56	1
kappatosity, newduke, Onen	1.56	1
kappatosity, newduke, nkkarpov, orucsoraihc	1.56	1
kappatosity, newduke, nkkarpov, scharkbite	1.56	1
kevincaseytdk1, melwen, plus, will.i.am	1.56	1
kimbifille, Kyle, pianoblook	1.56	1
kimbifille, melwen, Nitrate, TimeHoodie	1.56	1
kimbifille, pianoblook, piper, TimeHoodie	1.56	1
kimbifille, pianoblook, sjdrodge	1.56	1
kopen, micerang, Valetta6789	1.56	1
ksfortson, Onen, Sturm	1.56	1
lotem, MarkusKahlsen, melwen, sephiroth	1.56	1
macanek, possum, qqqq	1.56	1
macanek, ricardodd, Sturm	1.56	1
maxeymo, newduke, TheDaniMan	1.56	1
melwen, scharkbite, timotree	1.56	1
mystus, newsun, Romain672	1.56	1
newduke, Nitrate, ReaverSe, TheDaniMan	1.56	1
newduke, Pimak, Spieler42	1.56	1
newduke, ReaverSe, Tailz	1.56	1
newduke, rahsosprout, Wittvector	1.56	1
pianoblook, sydneyf, wshull, yagami_black	1.56	1
piper, plus, will.i.am	1.56	1
possum, rz, sephiroth	1.56	1
qqqq, rahsosprout, Wittvector	1.56	1
rachyrules, rz, TimeHoodie, Wittvector	1.56	1
rahsosprout, ReaverSe, wump, yuto	1.56	1
robense, sephiroth, Wittvector	1.56	1
rz, Wittvector, wump	1.56	1
archi42, CIken, MKQ, Triqueon, yvi	1.55	2
archi42, CIken, McPhisto2051, MKQ, Triqueon, yvi	1.55	2
efaust, fuckthiswebsite, micerang, paulcd2000, sjdrodge	1.55	2
4head, Bot-Fiora, Lanvin, rahsosprout, VerySloppyTwo	1.54	1
4head, ChristopheAF, DarthGandalf, kappatosity, Tailz	1.54	1
4head, arv, joano580, Sturm, Zakisan	1.54	1
910dan, Andrey Khesin, Asddsa76, James, Libster	1.54	1
ADrone, DaBeast, frosty104, newduke, ReaverSe	1.54	1
ADrone, hakha3, Lel0uch, Livia, postmans	1.54	1
Andrew_UK, efaust, James, RaKXeR, scharkbite	1.54	1
Animex52, Carunty, catula, frosty104, pianoblook	1.54	1
Animex52, antitelharsic, catula, Stinkydude63, XMIL	1.54	1
Animex52, nitawa, Pablo-, Sucubis, XMIL	1.54	1
Asddsa76, efaust, James, scharkbite, wjomlex	1.54	1
Bonja97, derekcheah, pianoblook, plus, TheDaniMan	1.54	1
Carunty, joelw, Lanvin, maxdinechin	1.54	1
ChristopheAF, HelanaAshryvr, jack67889, MangoPie, Wittvector	1.54	1
DMoney, Fireheart, kopen, Libster, micerang	1.54	1
Dr_Kakashi, Floriman, IAMJEFF, MasN, sin_faith	1.54	1
Dr_Kakashi, IAMJEFF, scharkbite	1.54	3
Dr_Kakashi, duckmammal, IAMGUESSING, kodomazer, MarkusKahlsen	1.54	1
Floriman, kimbifille, Lanvin	1.54	3
HelanaAshryvr, Lanvin, MangoPie, squirrel1988, VerySloppyTwo	1.54	1
HelanaAshryvr, joelw, kappatosity, newsun, NumerateClutter	1.54	1
James, melwen, plus, TheDaniMan, timotree	1.54	1
arv, joano580, newduke, TheDaniMan, yuto	1.54	1
asaelr, Carunty, frosty104, Lel0uch, Sucubis	1.54	1
asaelr, Dr_Kakashi, kimbifille, scharkbite	1.54	1
asaelr, Fireheart, IAMJEFF, Jake_Stiles	1.54	1
asaelr, Kyle, Nitrate2, plus, Sucubis	1.54	1
avanderwalde, JerryYang, rkass, TimeHoodie	1.54	12
avanderwalde, ejwu, James, Kyle, melwen	1.54	1
avanderwalde, ejwu, melwen, Nitrate2, sephiroth	1.54	1
avanderwalde, melwen, plus, rkass, swineherd	1.54	1
bjnh, Bot-Fiora, nishanoire, ReaverSe, yuto	1.54	1
bjnh, ChristopheAF, Lanvin, MangoPie, rahsosprout	1.54	1
bjnh, ChristopheAF, colton, DarthGandalf, rahsosprout	1.54	1
bjnh, Denchulitas, griff77, Nitrate, rahsosprout	1.54	1
bjnh, bob65536, possum, rz, Spieler42	1.54	1
bob65536, Daryl, Lanvin, MangoPie, Wittvector	1.54	1
boba, HelanaAshryvr, TimeHoodie	1.54	3
clue number, Cory, James, Libster, Razgowut	1.54	1
derekcheah, melwen, micerang, scharkbite, Smandon	1.54	1
dobi, HelanaAshryvr, omegaxis	1.54	2
doctorabi, jack67889, StKildaFan, TheDaniMan, Wittvector	1.54	1
doeo, lilyxy, TheDaniMan	1.54	11
efaust, forgotmyacct, kemurphy, paulcd2000, sjdrodge	1.54	1
efaust, forgotmyacct, sjdrodge	1.54	1
efaust, fuckthiswebsite, sjdrodge	1.54	1
frosty104, Nitrate2, robense, TimeHoodie, Wittvector	1.54	1
honzas, kimbifille, Kyle, melwen, TimeHoodie	1.54	1
indego, James, ksfortson, Lanvin, Wittvector	1.54	1
indego, Lanvin, MangoPie, PMP, skyblueexo	1.54	1
kacasey1, newduke, omegaxis, Sturm, Tailz	1.54	1
Andreasz, ReaverSe, TheDaniMan	1.53	2
Dr_Kakashi, Floriman, kimbifille	1.53	6
Fireheart, Livia, Valetta6789	1.53	5
FrozenStella, ReaverSe, sinuni_hung, ssh8539	1.53	2
HelanaAshryvr, MarkusKahlsen, TimeHoodie	1.53	7
ReaverSe, Simon, squirrel1988	1.53	2
antitelharsic, jack67889, nitawa, Pablo-	1.53	9
derekcheah, Lel0uch, melwen, scharkbite	1.53	2
joano580, ReaverSe, sinuni_hung	1.53	3
melwen, Ntalakas, ntinta, Takis	1.53	84
Aluap, antitelharsic, aquarelle	1.52	2
DrDrej, lilyxy, TheDaniMan	1.52	2
Lanvin, MangoPie, VerySloppyTwo	1.52	2
Lanvin, MarkusKahlsen, TheDaniMan	1.52	2
Lanvin, Sturm, TheDaniMan	1.52	4
Lanvin, omegaxis, Pablo-	1.52	2
MarkusKahlsen, plus, will.i.am	1.52	2
amattias, Andreasz, chrroom, percolate	1.52	2
antitelharsic, nitawa, Pablo-	1.52	6
asaelr, ChristopheAF, Lanvin	1.52	2
avanderwalde, rkass, telsey	1.52	2
bob65536, Bot-Fiora, IsabeltheCat, newduke	1.52	2
caña, newduke, ReaverSe	1.52	2
derekcheah, Lanvin, melwen	1.52	4
derekcheah, joano580, TheDaniMan	1.52	2
derekcheah, kopen, TheDaniMan	1.52	2
jack67889, Lanvin, nitawa, XMIL	1.52	2
jack67889, nitawa, Pablo-, Sucubis	1.52	2
joelw, Sturm, TheDaniMan	1.52	2
katian, Krepps57, skyblueexo	1.52	2
kimbifille, Lanvin, Valetta6789	1.52	2
nitawa, Pablo-, Sucubis, TimeHoodie	1.52	2
Dr_Kakashi, Floriman, kimbifille, pianoblook	1.51	3
ReaverSe, sinuni_hung, yagami_black	1.51	3
asaelr, Fireheart, Valetta6789	1.51	4
asaelr, Floriman, Valetta6789	1.51	4
avanderwalde, mattnabi, rkass	1.51	12
catula, nitawa, Sucubis	1.51	3
4head, Asddsa76, melwen, scharkbite	1.5	1
4head, bjnh, lolthisnotderk, MarcLovesDogs, rahsosprout, torp	1.5	1
910dan, Fireheart, James, Livia, Razvogor	1.5	1
ADrone, Jake_Stiles, scharkbite	1.5	4
Alkaven5, bjnh, voss, wolfpack, wump	1.5	1
Aluap, Animex52, antitelharsic, penisman, XMIL	1.5	1
Aluap, antitelharsic, derekcheah, Littleinvad	1.5	4
Aluap, asaelr, Floriman, Kyle, Lanvin	1.5	1
Amy2, Fey, sephiroth, Sucubis, TimeHoodie	1.5	1
Amy2, rz, wump	1.5	2
Anax, Fedorov, geor1983, melwen, Ntalakas	1.5	1
Andrey Khesin, florrat2, Libster, Razgovor	1.5	1
Animex52, nitawa, Nitrate2, Pablo-, sin_faith	1.5	1
BlameItOnRaz:D, florrat2, Libster, NotCory, postmans	1.5	1
Bonja97, derekcheah, Smandon, TheDaniMan, Tiramisu1th	1.5	1
Bot-Fiora, HelanaAshryvr, Lanvin	1.5	1
Carunty, frosty104, orucsoraihc, StKildaFan, wump	1.5	1
ChristopheAF, Lanvin, Lel0uch, MangoPie, melwen	1.5	1
ChristopheAF, Lanvin, Lel0uch, rz, squirrel1988	1.5	1
ChristopheAF, Lanvin, Nitrate, Pimak, TimeHoodie	1.5	1
Cocorifle, florrat2, Sturm, TimeHoodie	1.5	1
DMoney, Dr_Kakashi, James, kimbifille, pianoblook	1.5	1
DMoney, HelanaAshryvr, joelw, ksfortson, rahsosprout	1.5	1
DMoney, James, scharkbite, wortel	1.5	1
Dr_Kakashi, Feer, Fireheart, IAMJEFF, jeep, scharkbite	1.5	1
Dr_Kakashi, Fey, kimbifille	1.5	2
Dr_Kakashi, Razvogor, Romain672	1.5	1
Dr_Kakashi, duckless, frosty104, indego, micerang	1.5	1
Dr_Kakashi, kimbifille, sin_faith	1.5	4
Feer, Fireheart, IAMJEFF	1.5	1
Fey, Floriman, kimbifille, Kyle, sin_faith	1.5	1
Fey, Lanvin, macanek	1.5	1
Fey, kevincaseytdk1, sephiroth	1.5	1
Fireheart, Kyle, micerang, Razvogor, scharkbite	1.5	1
Floriman, IAMJEFF, kimbifille, Valetta6789	1.5	1
Floriman, indego, jack67889, melwen, TheDaniMan	1.5	1
Floriman, kimbifille, piper, sjdrodge, Valetta6789	1.5	1
FrozenStella, ReaverSe, seungapark, sinuni_hung	1.5	1
GameConqueror, ReaverSe, seungapark	1.5	2
HelanaAshryvr, MarkusKahlsen, melwen, ricardodd, TimeHoodie	1.5	1
Hyakinthus, James, NoMercy, scharkbite, Swifter	1.5	1
Ibot02, joano580, mystus, posij118, Tailz	1.5	1
Jake_Stiles, kopen, micerang, Razvogor, Sucubis	1.5	1
James, NoMercy, Razvogor, Romain672	1.5	2
James, NoMercy, Swifter	1.5	1
Kyle, TheDaniMan, TimeHoodie, timotree	1.5	1
Kyle, wshull, yagami_black	1.5	1
LaFayetteX, MarkusKahlsen, Nitrate2, Spip_B, TimeHoodie	1.5	1
Lanvin, Onen, rahsosprout, robense, Wittvector	1.5	1
Lanvin, VerySloppyTwo, wump	1.5	1
Lanvin, macanek, robense, sephiroth	1.5	1
Lel0uch, Libster, sankala	1.5	3
MarkusKahlsen, rz, Wittvector	1.5	1
MarkusKahlsen, scharkbite, sephiroth, TheDaniMan, will.i.am	1.5	1
ace201, Andreasz, joelw, newduke	1.5	1
ace201, joelw, newduke	1.5	2
antitelharsic, Lel0uch, melwen, squirrel1988, timotree	1.5	1
antitelharsic, derekcheah, drunkyblook, Lel0uch, squirrel1988	1.5	1
